Mês Ano,Área de atuação (Função),Subfunção,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos,Unnamed: 7,Ano
01/2022,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"1.211.131,79","5.864,17","1.758,08","2.211.625,45",,2022
01/2022,10 - Saúde,423 - Assistência aos povos indígenas,"150.037.727,62","17.077.241,07","5.226.673,20","36.800.248,28",,2022
01/2022,10 - Saúde,571 - Desenvolvimento científico,"28.669.315,56","5.845.067,60","681.714,43","15.979.753,13",,2022
01/2022,10 - Saúde,305 - Vigilância epidemiológica,"7.145.580.171,68","412.989.340,81","363.406.284,06","656.916.475,38",,2022
01/2022,10 - Saúde,301 - Atenção básica,"2.206.540.175,09","1.434.603.277,41","1.206.927.652,49","795.916.172,32",,2022
01/2022,10 - Saúde,122 - Administração geral,"5.738.882.270,29","538.289.408,10","190.556.907,29","1.013.765.046,36",,2022
01/2022,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"7.958.171.350,20","3.798.209.557,22","3.767.180.875,84","1.042.030.741,56",,2022
02/2022,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","4.097.357,94","811.585,31","0,00","811.585,31",,2022
02/2022,10 - Saúde,846 - Outros encargos especiais,"0,00","79.629.972,46","79.631.476,40","11.292,60",,2022
02/2022,10 - Saúde,541 - Preservação e conservação ambiental,"11.000,00","0,00","0,00","0,00",,2022
02/2022,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"3.739.450,98","0,00","0,00","3.839.519,70",,2022
02/2022,10 - Saúde,306 - Alimentação e nutrição,"330,09","330,09","330,09","315.228,00",,2022
02/2022,10 - Saúde,125 - Normatização e fiscalização,"1.247.550,03","762.252,79","762.252,79","46.155,37",,2022
02/2022,10 - Saúde,121 - Planejamento e orçamento,"70.000,00","78.341,60","1.394,99","0,00",,2022
02/2022,10 - Saúde,131 - Comunicação social,"0,00","0,00","0,00","17.624.489,18",,2022
02/2022,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","4.983.615,76","1.051.300,72","151.384,40","92.004,51",,2022
02/2022,10 - Saúde,511 - Saneamento básico rural,"4.882.205,41","756.578,58","718.123,89","15.170.538,43",,2022
02/2022,10 - Saúde,512 - Saneamento básico urbano,"63.699,82","20.463,03","19.615,38","19.644.758,28",,2022
02/2022,10 - Saúde,423 - Assistência aos povos indígenas,"322.256.165,98","90.405.479,05","53.254.867,01","22.304.775,00",,2022
02/2022,10 - Saúde,126 - Tecnologia da informação,"14.019.716,84","2.343.279,37","2.060.659,09","26.511.133,59",,2022
02/2022,10 - Saúde,571 - Desenvolvimento científico,"78.751.104,11","14.143.291,28","7.762.585,93","20.272.134,04",,2022
02/2022,10 - Saúde,304 - Vigilância sanitária,"88.203.174,67","41.933.324,28","41.341.930,88","4.567.954,24",,2022
02/2022,10 - Saúde,122 - Administração geral,"162.055.700,92","559.468.527,79","569.222.191,36","617.602.390,82",,2022
02/2022,10 - Saúde,128 - Formação de recursos humanos,"126.343.611,44","118.323.923,11","116.192.731,71","16.135.089,30",,2022
02/2022,10 - Saúde,305 - Vigilância epidemiológica,"1.241.508.151,07","1.203.654.230,51","1.232.588.192,76","1.352.993.146,35",,2022
02/2022,10 - Saúde,301 - Atenção básica,"2.486.774.963,11","2.429.886.998,21","2.432.541.358,24","349.621.173,56",,2022
02/2022,10 - Saúde,303 - Suporte profilático e terapêutico,"1.644.491.945,75","477.541.729,03","451.533.666,10","549.678.715,52",,2022
02/2022,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"4.652.265.326,58","4.498.196.670,96","4.438.072.422,40","1.269.179.178,39",,2022
02/2022,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"5.073.623,68","1.019.801,22","435.060,64","1.745.285,64",,2022
03/2022,10 - Saúde,541 - Preservação e conservação ambiental,"22.000,00","7.863,16","5.814,49","2.799,72",,2022
03/2022,10 - Saúde,306 - Alimentação e nutrição,"1.065.660,70","13.779,70","13.779,70","299.025,00",,2022
03/2022,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","15.000,00","963.164,65","1.774.749,96","195.205,26",,2022
03/2022,10 - Saúde,121 - Planejamento e orçamento,"7.441.518,00","5.505.687,53","79.302,14","1.500.000,00",,2022
03/2022,10 - Saúde,846 - Outros encargos especiais,"25.000.000,00","82.017.661,46","82.016.465,38","5.646,30",,2022
03/2022,10 - Saúde,131 - Comunicação social,"0,00","1.938.706,88","4.921,00","4.665.236,19",,2022
03/2022,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"14.740.351,85","16.309.833,56","14.559.833,56","39.103.974,55",,2022
03/2022,10 - Saúde,128 - Formação de recursos humanos,"34.120.845,64","90.605.682,18","117.837.423,17","6.213.159,61",,2022
03/2022,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"2.271.726,57","2.785.465,51","2.317.067,86","1.061.097,70",,2022
03/2022,10 - Saúde,304 - Vigilância sanitária,"3.067.641,93","22.213.489,56","22.239.458,74","205.715,77",,2022
03/2022,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","624.027,35","1.800.854,55","1.120.233,32","506.525,07",,2022
03/2022,10 - Saúde,511 - Saneamento básico rural,"4.593.693,80","2.409.900,93","1.136.200,38","13.225.971,47",,2022
03/2022,10 - Saúde,126 - Tecnologia da informação,"16.329.931,50","10.596.489,44","4.198.393,31","12.192.778,81",,2022
03/2022,10 - Saúde,512 - Saneamento básico urbano,"787.619,07","174.459,08","174.870,71","19.981.251,75",,2022
03/2022,10 - Saúde,303 - Suporte profilático e terapêutico,"1.429.407.721,74","829.115.589,65","759.852.336,64","817.123.811,17",,2022
03/2022,10 - Saúde,125 - Normatização e fiscalização,"1.191.050,73","1.055.062,58","1.050.558,46","560.203,83",,2022
03/2022,10 - Saúde,301 - Atenção básica,"3.339.044.161,19","2.470.166.141,22","2.478.401.300,91","408.722.557,93",,2022
03/2022,10 - Saúde,423 - Assistência aos povos indígenas,"- 80.139.089,27","154.002.524,11","162.863.565,48","8.865.547,86",,2022
03/2022,10 - Saúde,122 - Administração geral,"171.955.591,87","579.510.912,67","573.434.501,26","46.843.454,21",,2022
03/2022,10 - Saúde,305 - Vigilância epidemiológica,"1.240.238.577,58","1.209.234.722,81","1.088.639.073,34","296.108.951,72",,2022
03/2022,10 - Saúde,571 - Desenvolvimento científico,"27.127.070,33","25.981.666,03","15.927.316,42","20.867.687,99",,2022
03/2022,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"930.617.038,49","4.692.411.172,49","4.667.471.542,27","433.553.898,04",,2022
04/2022,10 - Saúde,124 - Controle interno,"2.000.000,00","1.386,80","1.386,80","0,00",,2022
04/2022,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","9.000,00","811.585,31","0,00","0,00",,2022
04/2022,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"6.911.572,41","5.048.438,83","1.917.341,37","659.272,34",,2022
04/2022,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"11.064.126,31","1.776.661,77","787.525,00","7.610.186,24",,2022
04/2022,10 - Saúde,541 - Preservação e conservação ambiental,"152.000,00","11.295,67","13.344,34","0,00",,2022
04/2022,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","681.728,71","1.983.384,87","1.850.115,29","9.371,50",,2022
04/2022,10 - Saúde,126 - Tecnologia da informação,"65.927.356,18","11.852.775,95","12.046.101,77","13.778.909,03",,2022
04/2022,10 - Saúde,306 - Alimentação e nutrição,"24.801.000,00","24.572.881,00","23.521.000,00","3.810.594,00",,2022
04/2022,10 - Saúde,121 - Planejamento e orçamento,"0,00","10.013,93","5.512.676,64","8.428.286,00",,2022
04/2022,10 - Saúde,125 - Normatização e fiscalização,"1.062.437,82","961.857,17","961.167,29","3.338,64",,2022
04/2022,10 - Saúde,846 - Outros encargos especiais,"0,00","82.082.663,16","82.083.859,24","0,00",,2022
04/2022,10 - Saúde,131 - Comunicação social,"32.986.843,97","2.853.588,96","4.442.602,97","7.916.238,89",,2022
04/2022,10 - Saúde,304 - Vigilância sanitária,"10.772.291,00","29.759.940,06","29.570.051,02","226.644,65",,2022
04/2022,10 - Saúde,511 - Saneamento básico rural,"14.557.422,52","2.196.085,97","2.740.806,07","9.870.151,03",,2022
04/2022,10 - Saúde,303 - Suporte profilático e terapêutico,"1.397.704.004,01","980.327.680,47","903.554.604,42","317.918.871,16",,2022
04/2022,10 - Saúde,423 - Assistência aos povos indígenas,"365.914.343,20","137.977.368,77","143.841.045,70","7.004.727,57",,2022
04/2022,10 - Saúde,128 - Formação de recursos humanos,"493.283.449,98","126.038.439,45","133.204.889,03","2.962.343,60",,2022
04/2022,10 - Saúde,512 - Saneamento básico urbano,"18.907.067,92","191.743,33","185.003,42","11.195.462,28",,2022
04/2022,10 - Saúde,571 - Desenvolvimento científico,"112.708.573,19","76.803.533,45","70.802.321,85","26.683.492,65",,2022
04/2022,10 - Saúde,301 - Atenção básica,"4.919.952.113,15","2.156.624.442,36","2.160.441.971,96","216.408.317,85",,2022
04/2022,10 - Saúde,305 - Vigilância epidemiológica,"587.943.825,47","1.201.626.883,30","1.310.002.003,31","289.641.089,06",,2022
04/2022,10 - Saúde,122 - Administração geral,"320.586.369,53","604.006.853,49","596.831.206,23","41.742.888,53",,2022
04/2022,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"11.101.670.541,81","4.692.400.695,15","4.685.704.182,42","280.792.407,80",,2022
05/2022,10 - Saúde,846 - Outros encargos especiais,"- 3.786.148,11","81.610.416,89","81.610.416,89","25.000,00",,2022
05/2022,10 - Saúde,124 - Controle interno,"0,00","4.217,08","4.217,08","1.806.545,00",,2022
05/2022,10 - Saúde,121 - Planejamento e orçamento,"9.352.759,86","58.040,74","57.067,75","0,00",,2022
05/2022,10 - Saúde,131 - Comunicação social,"0,00","1.035.087,58","1.125.518,84","7.995.014,54",,2022
05/2022,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","2.502.640,74","193.754,19","919.967,45","393.474,00",,2022
05/2022,10 - Saúde,541 - Preservação e conservação ambiental,"0,00","17.792,45","17.792,45","277.300,00",,2022
05/2022,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"13.828.885,87","10.190.044,18","2.739.136,77","26.124.647,62",,2022
05/2022,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"5.849.329,13","4.716.193,30","3.188.264,34","1.985.942,60",,2022
05/2022,10 - Saúde,126 - Tecnologia da informação,"13.197.416,12","20.956.840,40","22.525.195,57","6.017.685,10",,2022
05/2022,10 - Saúde,512 - Saneamento básico urbano,"6.672.489,72","5.856.673,53","5.860.115,67","16.961.729,20",,2022
05/2022,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","386.810,75","1.081.953,18","2.271.928,55","67.172,35",,2022
05/2022,10 - Saúde,304 - Vigilância sanitária,"9.930.373,35","26.132.286,21","23.379.504,80","242.080,97",,2022
05/2022,10 - Saúde,306 - Alimentação e nutrição,"2.402.592,82","25.528,82","25.528,82","8.345.996,09",,2022
05/2022,10 - Saúde,128 - Formação de recursos humanos,"41.888.467,53","135.690.284,85","131.824.596,74","24.056.188,56",,2022
05/2022,10 - Saúde,125 - Normatização e fiscalização,"1.943.637,95","1.523.221,81","1.525.844,41","73.293,28",,2022
05/2022,10 - Saúde,423 - Assistência aos povos indígenas,"55.315.099,01","189.522.982,97","187.096.193,74","3.322.633,42",,2022
05/2022,10 - Saúde,301 - Atenção básica,"2.859.599.326,89","2.103.350.215,45","2.120.727.604,75","159.759.435,49",,2022
05/2022,10 - Saúde,305 - Vigilância epidemiológica,"1.147.048.887,03","1.979.850.169,85","1.895.291.905,74","673.669.492,26",,2022
05/2022,10 - Saúde,571 - Desenvolvimento científico,"103.110.805,23","39.624.910,61","32.778.088,21","15.713.157,22",,2022
05/2022,10 - Saúde,303 - Suporte profilático e terapêutico,"1.697.430.523,53","1.638.179.775,30","1.632.352.385,97","311.017.277,46",,2022
05/2022,10 - Saúde,511 - Saneamento básico rural,"7.061.766,13","4.209.383,47","3.613.838,61","10.509.471,57",,2022
05/2022,10 - Saúde,122 - Administração geral,"61.599.588,93","592.972.583,71","601.338.533,48","13.158.726,14",,2022
05/2022,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"5.405.256.519,08","4.905.161.107,19","4.872.065.152,74","226.526.325,01",,2022
06/2022,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","0,00","1.703.029,68","989.850,58","0,00",,2022
06/2022,10 - Saúde,124 - Controle interno,"4.729.000,00","5.859.800,47","2.005.800,47","0,00",,2022
06/2022,10 - Saúde,306 - Alimentação e nutrição,"0,00","0,00","0,00","228.597,50",,2022
06/2022,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"55.189.492,84","18.708.463,26","15.632.705,71","15.813.777,99",,2022
06/2022,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","328.833,69","1.330.476,39","1.556.768,10","2.591,28",,2022
06/2022,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"3.510.846,26","4.042.340,95","8.259.296,95","2.322.816,42",,2022
06/2022,10 - Saúde,131 - Comunicação social,"0,00","2.477.199,04","2.239.781,76","8.374.284,47",,2022
06/2022,10 - Saúde,121 - Planejamento e orçamento,"2.199.630,15","9.902.706,69","88.718,12","1.003.024,00",,2022
06/2022,10 - Saúde,541 - Preservação e conservação ambiental,"8.557.679,89","10.477,90","10.477,90","1.645.666,25",,2022
06/2022,10 - Saúde,126 - Tecnologia da informação,"27.124.306,12","26.054.872,24","16.738.521,81","3.524.933,94",,2022
06/2022,10 - Saúde,846 - Outros encargos especiais,"0,00","81.404.939,04","81.404.939,04","0,00",,2022
06/2022,10 - Saúde,128 - Formação de recursos humanos,"225.826.452,71","140.939.707,19","134.531.603,13","26.113.289,83",,2022
06/2022,10 - Saúde,511 - Saneamento básico rural,"58.535.626,08","4.366.352,80","4.407.199,54","23.126.054,66",,2022
06/2022,10 - Saúde,303 - Suporte profilático e terapêutico,"1.418.287.052,74","1.091.598.198,41","1.103.289.540,70","154.953.765,91",,2022
06/2022,10 - Saúde,304 - Vigilância sanitária,"3.502.681,05","24.421.776,27","26.296.508,28","221.880,25",,2022
06/2022,10 - Saúde,512 - Saneamento básico urbano,"122.144.006,67","3.026.086,88","3.028.288,42","44.010.775,91",,2022
06/2022,10 - Saúde,125 - Normatização e fiscalização,"485.415,56","974.095,59","976.666,99","0,00",,2022
06/2022,10 - Saúde,305 - Vigilância epidemiológica,"742.123.574,21","808.296.334,07","840.889.712,59","379.803.599,84",,2022
06/2022,10 - Saúde,423 - Assistência aos povos indígenas,"24.810.982,93","133.420.395,75","132.377.657,92","5.080.404,11",,2022
06/2022,10 - Saúde,122 - Administração geral,"228.527.087,58","740.695.558,34","604.757.421,95","8.964.752,10",,2022
06/2022,10 - Saúde,571 - Desenvolvimento científico,"45.279.338,07","60.221.810,13","33.629.725,99","15.765.246,72",,2022
06/2022,10 - Saúde,301 - Atenção básica,"6.111.183.651,97","9.885.505.586,52","9.588.788.561,33","48.353.973,62",,2022
06/2022,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"7.408.767.049,00","9.966.084.871,18","9.794.322.486,19","217.788.034,23",,2022
07/2022,10 - Saúde,124 - Controle interno,"30.000,00","2.004,56","2.004,56","0,00",,2022
07/2022,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","2.523.945,57","771.154,50","798.551,15","721.601,12",,2022
07/2022,10 - Saúde,846 - Outros encargos especiais,"0,00","80.684.916,34","80.684.916,34","0,00",,2022
07/2022,10 - Saúde,306 - Alimentação e nutrição,"0,00","3.657.064,00","2.377.064,00","234.290,50",,2022
07/2022,10 - Saúde,541 - Preservação e conservação ambiental,"- 38.991,84","33.732,94","32.353,36","93.219,58",,2022
07/2022,10 - Saúde,121 - Planejamento e orçamento,"149.352,85","1.203.544,37","11.019.175,22","954.839,50",,2022
07/2022,10 - Saúde,126 - Tecnologia da informação,"20.660.910,10","18.508.382,75","31.863.125,07","8.778.351,20",,2022
07/2022,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"52.677.494,49","17.171.582,88","24.374.497,99","24.009.058,19",,2022
07/2022,10 - Saúde,128 - Formação de recursos humanos,"48.092.526,22","159.153.983,19","153.249.587,36","2.754.375,83",,2022
07/2022,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"581.880,65","3.377.542,43","2.700.353,51","99.094,31",,2022
07/2022,10 - Saúde,131 - Comunicação social,"57.013.156,03","19.074.280,05","8.039.830,54","10.369.189,69",,2022
07/2022,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","131.920,91","673.562,83","420.088,69","11.500,00",,2022
07/2022,10 - Saúde,511 - Saneamento básico rural,"79.789.359,24","10.965.930,35","9.932.579,67","27.550.813,93",,2022
07/2022,10 - Saúde,512 - Saneamento básico urbano,"21.909.153,59","524.187,12","519.999,60","18.137.448,60",,2022
07/2022,10 - Saúde,125 - Normatização e fiscalização,"7.002.230,96","2.270.516,42","1.190.516,42","250.000,00",,2022
07/2022,10 - Saúde,571 - Desenvolvimento científico,"93.823.046,57","79.681.672,29","65.031.801,51","13.744.956,11",,2022
07/2022,10 - Saúde,304 - Vigilância sanitária,"124.475.455,15","3.616.014,25","3.955.638,64","81.488,79",,2022
07/2022,10 - Saúde,303 - Suporte profilático e terapêutico,"799.933.497,72","1.045.188.185,48","1.159.492.132,96","104.101.732,43",,2022
07/2022,10 - Saúde,423 - Assistência aos povos indígenas,"248.369.824,49","181.360.257,12","161.802.243,74","532.944,83",,2022
07/2022,10 - Saúde,305 - Vigilância epidemiológica,"687.409.115,74","1.117.292.807,40","1.186.831.015,32","75.722.110,14",,2022
07/2022,10 - Saúde,301 - Atenção básica,"2.597.178.038,01","2.796.630.895,60","3.098.561.299,90","42.819.005,95",,2022
07/2022,10 - Saúde,122 - Administração geral,"284.277.441,23","598.414.032,81","743.765.849,90","25.219.519,56",,2022
07/2022,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"5.304.741.657,79","5.111.060.153,07","5.272.266.463,87","127.713.092,73",,2022
08/2022,10 - Saúde,124 - Controle interno,"0,00","4.163,38","3.858.163,38","0,00",,2022
08/2022,10 - Saúde,306 - Alimentação e nutrição,"1.900.000,00","0,00","1.051.881,00","662.595,00",,2022
08/2022,10 - Saúde,131 - Comunicação social,"55.840.511,00","12.598.391,65","22.107.433,58","5.285.842,57",,2022
08/2022,10 - Saúde,121 - Planejamento e orçamento,"0,00","70.259,98","66.587,64","953.000,00",,2022
08/2022,10 - Saúde,846 - Outros encargos especiais,"11.000.000,00","80.471.137,10","80.471.137,10","0,00",,2022
08/2022,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","450.000,00","869.202,90","1.640.357,40","1.203.265,00",,2022
08/2022,10 - Saúde,126 - Tecnologia da informação,"23.089.258,49","16.516.047,62","16.934.557,35","3.542.522,47",,2022
08/2022,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","26.392,71","276.465,33","803.415,66","50,00",,2022
08/2022,10 - Saúde,304 - Vigilância sanitária,"6.700.405,92","4.598.098,66","3.910.431,39","45.731,34",,2022
08/2022,10 - Saúde,512 - Saneamento básico urbano,"37.241.505,39","5.130.919,19","5.114.882,03","10.093.111,42",,2022
08/2022,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"27.066.029,42","25.421.342,45","22.260.200,95","6.612.287,69",,2022
08/2022,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"4.092.687,73","3.037.882,08","2.528.018,63","48.441,83",,2022
08/2022,10 - Saúde,541 - Preservação e conservação ambiental,"60.000,00","39.140,25","37.418,13","15.061,00",,2022
08/2022,10 - Saúde,301 - Atenção básica,"1.973.789.514,98","2.110.568.025,06","2.119.744.072,91","13.470.180,84",,2022
08/2022,10 - Saúde,125 - Normatização e fiscalização,"1.411.701,72","2.621.625,94","1.284.308,24","0,00",,2022
08/2022,10 - Saúde,511 - Saneamento básico rural,"12.701.683,09","6.920.418,80","6.476.992,62","21.298.166,69",,2022
08/2022,10 - Saúde,571 - Desenvolvimento científico,"85.065.226,56","66.333.918,73","59.570.599,50","10.721.754,34",,2022
08/2022,10 - Saúde,305 - Vigilância epidemiológica,"785.633.844,71","1.045.985.204,01","1.041.554.383,16","93.641.795,72",,2022
08/2022,10 - Saúde,122 - Administração geral,"195.240.839,77","601.992.311,30","591.289.135,34","9.146.396,25",,2022
08/2022,10 - Saúde,423 - Assistência aos povos indígenas,"36.987.211,60","90.108.821,57","92.809.853,61","2.846.263,66",,2022
08/2022,10 - Saúde,128 - Formação de recursos humanos,"265.126.851,26","136.682.472,43","132.680.439,70","31.982.765,33",,2022
08/2022,10 - Saúde,303 - Suporte profilático e terapêutico,"1.608.472.320,02","1.851.625.789,55","1.673.093.810,32","109.758.087,54",,2022
08/2022,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"4.690.985.670,04","4.869.579.778,15","4.857.989.045,92","40.357.631,04",,2022
09/2022,10 - Saúde,124 - Controle interno,"0,00","18.554,07","18.554,07","0,00",,2022
09/2022,10 - Saúde,846 - Outros encargos especiais,"15.315.146,92","80.009.210,64","80.009.210,64","0,00",,2022
09/2022,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","13.608.256,02","782.223,27","80.685,40","0,00",,2022
09/2022,10 - Saúde,541 - Preservação e conservação ambiental,"48.000,00","41.755,40","44.857,10","0,00",,2022
09/2022,10 - Saúde,131 - Comunicação social,"10.148.610,60","33.342.340,20","23.381.032,44","4.490.609,46",,2022
09/2022,10 - Saúde,121 - Planejamento e orçamento,"2.282.934,14","47.315,16","47.315,16","0,00",,2022
09/2022,10 - Saúde,306 - Alimentação e nutrição,"200.910,00","1.900.000,00","0,00","250.032,50",,2022
09/2022,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","231.685,50","312.559,68","76.600,37","30.512,00",,2022
09/2022,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"13.113.205,03","1.676.188,10","2.266.274,39","12.328,89",,2022
09/2022,10 - Saúde,126 - Tecnologia da informação,"2.825.062,70","16.021.872,06","14.530.309,89","1.229.896,08",,2022
09/2022,10 - Saúde,125 - Normatização e fiscalização,"1.295.333,36","1.304.887,04","1.308.494,97","375.000,00",,2022
09/2022,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"83.549.650,74","57.710.045,89","33.635.715,49","15.114.654,52",,2022
09/2022,10 - Saúde,511 - Saneamento básico rural,"2.550.320,22","7.710.829,50","6.352.002,97","22.367.267,01",,2022
09/2022,10 - Saúde,304 - Vigilância sanitária,"2.951.248,99","64.354.640,97","65.212.163,83","11.950,80",,2022
09/2022,10 - Saúde,512 - Saneamento básico urbano,"6.339.523,06","988.616,59","1.007.727,75","10.439.450,33",,2022
09/2022,10 - Saúde,303 - Suporte profilático e terapêutico,"1.165.661.057,81","990.177.335,82","768.385.872,65","30.414.444,32",,2022
09/2022,10 - Saúde,305 - Vigilância epidemiológica,"722.722.855,78","1.018.847.278,88","956.143.606,95","59.601.431,01",,2022
09/2022,10 - Saúde,301 - Atenção básica,"2.164.928.121,87","2.170.587.421,24","2.179.707.289,47","2.827.217,35",,2022
09/2022,10 - Saúde,423 - Assistência aos povos indígenas,"209.947.751,23","192.746.594,60","74.240.305,45","1.841.550,21",,2022
09/2022,10 - Saúde,128 - Formação de recursos humanos,"150.052.302,21","136.109.327,48","136.509.433,16","10.494.406,75",,2022
09/2022,10 - Saúde,122 - Administração geral,"50.272.834,42","589.655.376,36","592.630.087,53","8.868.387,10",,2022
09/2022,10 - Saúde,571 - Desenvolvimento científico,"73.960.087,30","49.808.472,58","60.678.841,80","23.782.807,71",,2022
09/2022,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"5.135.016.243,74","4.863.175.427,50","4.870.525.124,69","36.428.169,96",,2022
10/2022,10 - Saúde,124 - Controle interno,"16.000,00","4.860,16","4.860,16","0,00",,2022
10/2022,10 - Saúde,131 - Comunicação social,"0,00","32.870.500,44","35.711.715,75","1.228.819,06",,2022
10/2022,10 - Saúde,306 - Alimentação e nutrição,"3.122.109,50","385.519,50","425.519,50","228.133,50",,2022
10/2022,10 - Saúde,121 - Planejamento e orçamento,"28.648,14","3.001.070,76","59.717,76","0,00",,2022
10/2022,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","0,00","518.215,90","518.215,90","0,00",,2022
10/2022,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","929,06","51.933,26","289.563,56","39.031,55",,2022
10/2022,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"3.478.896,55","25.368.333,84","37.175.588,62","16.872.644,01",,2022
10/2022,10 - Saúde,511 - Saneamento básico rural,"25.850.367,46","6.039.479,30","8.202.016,98","19.720.072,37",,2022
10/2022,10 - Saúde,512 - Saneamento básico urbano,"22.821.515,18","2.080.559,48","2.060.372,79","6.627.282,73",,2022
10/2022,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"15.939.256,70","3.830.706,52","4.770.126,64","48.613,17",,2022
10/2022,10 - Saúde,125 - Normatização e fiscalização,"1.002.947,44","1.662.416,77","1.641.410,61","0,00",,2022
10/2022,10 - Saúde,541 - Preservação e conservação ambiental,"4.160,00","47.416,76","31.917,68","0,00",,2022
10/2022,10 - Saúde,126 - Tecnologia da informação,"21.883.783,16","12.609.820,07","13.533.742,18","2.962.596,34",,2022
10/2022,10 - Saúde,304 - Vigilância sanitária,"11.129.236,64","26.103.325,02","24.875.609,11","21.085,00",,2022
10/2022,10 - Saúde,846 - Outros encargos especiais,"0,00","79.658.295,88","79.653.832,84","0,00",,2022
10/2022,10 - Saúde,303 - Suporte profilático e terapêutico,"739.753.935,95","1.233.661.229,37","1.519.125.761,45","43.127.753,89",,2022
10/2022,10 - Saúde,128 - Formação de recursos humanos,"16.094.000,35","135.705.250,93","138.236.762,00","6.424.900,51",,2022
10/2022,10 - Saúde,122 - Administração geral,"160.978.147,29","597.033.155,10","588.780.385,88","8.138.045,48",,2022
10/2022,10 - Saúde,423 - Assistência aos povos indígenas,"45.455.570,30","68.084.043,67","191.006.573,57","1.370.400,19",,2022
10/2022,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"4.902.023.479,91","4.907.369.047,99","4.915.541.223,86","48.000.887,64",,2022
10/2022,10 - Saúde,301 - Atenção básica,"1.879.790.667,82","2.229.679.339,90","2.220.682.465,16","77.739,30",,2022
10/2022,10 - Saúde,305 - Vigilância epidemiológica,"666.380.384,47","887.370.080,68","845.817.901,26","34.743.341,38",,2022
10/2022,10 - Saúde,571 - Desenvolvimento científico,"42.399.581,38","50.172.333,84","47.930.191,74","4.017.974,71",,2022
11/2022,10 - Saúde,846 - Outros encargos especiais,"10.000,00","157.233.253,20","157.237.113,68","0,00",,2022
11/2022,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","0,00","2.360.892,25","360.892,25","436.995,90",,2022
11/2022,10 - Saúde,121 - Planejamento e orçamento,"7.000,00","1.379.349,07","2.089.349,07","0,00",,2022
11/2022,10 - Saúde,306 - Alimentação e nutrição,"179.151,68","19.151,68","19.151,68","237.902,00",,2022
11/2022,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"10.638.074,29","14.117.117,11","25.210.686,13","1.020.117,11",,2022
11/2022,10 - Saúde,131 - Comunicação social,"0,00","12.593.101,82","19.989.830,27","1.036.732,31",,2022
11/2022,10 - Saúde,124 - Controle interno,"- 2.600,00","894.336,74","19.336,74","0,00",,2022
11/2022,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","- 9.587,81","110.293,73","81.323,20","100.244,33",,2022
